#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 11 05 00 50 214  9.2 10.6  1.50  5.26  4.82 238 1016.2  23.1  24.6 999.0 99.0 99.00
2012 11 05 01 50 212  8.9 11.3  1.49  5.56  4.75 231 1015.9  23.1  24.6 999.0 99.0 99.00
2012 11 05 02 50 208  9.4 11.3  1.53  5.56  4.73 222 1015.6  23.1  24.6 999.0 99.0 99.00
2012 11 05 03 50 207  9.4 11.0  1.49  6.25  4.87 239 1015.2  23.1  24.6 999.0 99.0 99.00
2012 11 05 04 50 204 10.5 12.4  1.66  5.88  4.93 223 1014.5  23.0  24.5 999.0 99.0 99.00
2012 11 05 05 50 205 11.3 13.4  1.76  5.88  5.00 220 1013.8  23.0  24.5 999.0 99.0 99.00
2012 11 05 06 50 207 11.3 13.5  1.89  5.56  5.14 230 1013.7  23.1  24.5 999.0 99.0 99.00
2012 11 05 07 50 216 10.8 12.8  2.05  6.25  5.35 242 1013.4  23.1  24.5 999.0 99.0 99.00
2012 11 05 08 50 219 10.2 12.1  2.04  6.67  5.53 257 1013.7  23.2  24.5 999.0 99.0 99.00
2012 11 05 09 50 221  9.3 11.4  1.97  6.25  5.32 237 1013.8  23.3  24.5 999.0 99.0 99.00
2012 11 05 10 50 222  9.0 10.6  1.98  7.14  5.43 273 1014.1  23.4  24.4 999.0 99.0 99.00
2012 11 05 11 50 229  9.6 11.5  1.95  7.14  5.45 250 1014.2  23.5  24.4 999.0 99.0 99.00
2012 11 05 12 50 341  7.0  8.4  1.89  6.25  5.27 246 1015.2  20.0  24.4 999.0 99.0 99.00
2012 11 05 13 50 312  5.7  8.0  1.74  7.14  5.20 262 1015.3  20.9  24.4 999.0 99.0 99.00
2012 11 05 14 50 243  7.3  9.2  1.82  6.67  5.29 254 1015.1  20.8  24.4 999.0 99.0 99.00
2012 11 05 15 50 204  6.9  8.0  1.87  6.67  5.44 256 1013.8  20.9  24.4 999.0 99.0 99.00
2012 11 05 16 50 212  8.6 10.3  2.14  6.67  5.75 258 1012.4  22.2  24.5 999.0 99.0 99.00
2012 11 05 17 50 214  9.7 11.4  1.86  7.14  5.46 277 1011.9  22.9  24.5 999.0 99.0 99.00
2012 11 05 18 50 225  9.7 11.4  1.90  7.14  5.52 284 1011.4  23.5  24.6 999.0 99.0 99.00
2012 11 05 19 50 229  7.9  9.5  1.83  6.67  5.37 256 1011.6  23.4  24.6 999.0 99.0 99.00
2012 11 05 20 50 242  8.0 11.7  1.76  6.25  5.35 230 1011.7  23.3  24.6 999.0 99.0 99.00
2012 11 05 21 50 347  5.4  6.8  1.59  7.14  5.15 288 1012.1  21.6  24.6 999.0 99.0 99.00
2012 11 05 22 50   8  5.0  6.6  1.65  7.14  5.44 283 1012.6  21.9  24.6 999.0 99.0 99.00
2012 11 05 23 50  26  7.1  8.6  1.60  7.14  5.40 278 1013.1  21.8  24.5 999.0 99.0 99.00
2012 11 06 00 50  31  8.8 10.8  1.60  7.14  4.96 299 1013.1  21.5  24.5 999.0 99.0 99.00
2012 11 06 01 50  33  9.4 11.6  1.53  6.25  4.85 295 1013.6  21.5  24.5 999.0 99.0 99.00
2012 11 06 02 50  65  9.2 11.0  1.69  7.14  4.98 328 1013.4  21.5  24.4 999.0 99.0 99.00
2012 11 06 03 50  66  9.0 10.9  1.84  6.67  5.10 348 1012.9  21.3  24.4 999.0 99.0 99.00
2012 11 06 04 50  67  8.6 10.5  1.95  7.14  5.13  11 1012.4  21.4  24.4 999.0 99.0 99.00
2012 11 06 05 50  21 12.5 17.2  2.13  6.67  5.25 339 1011.6  19.5  24.4 999.0 99.0 99.00
2012 11 06 06 50  37 11.8 14.1  2.35  6.25  5.44   7 1011.9  20.4  24.3 999.0 99.0 99.00
2012 11 06 07 50  43 10.3 13.1  2.41  7.69  5.37  12 1011.9  20.7  24.3 999.0 99.0 99.00
2012 11 06 08 50  52 10.5 12.7  2.23  7.69  5.16   4 1011.4  21.0  24.3 999.0 99.0 99.00
2012 11 06 09 50  43  9.6 11.6  2.06  7.14  5.18  24 1012.1  20.8  24.4 999.0 99.0 99.00
2012 11 06 10 50  39  9.6 11.5  1.91  7.14  5.05  31 1012.0  20.0  24.4 999.0 99.0 99.00
2012 11 06 11 50  34 10.0 11.8  1.82  7.69  5.05  26 1012.0  21.0  24.3 999.0 99.0 99.00
2012 11 06 12 50  41 11.2 13.1  1.94  6.67  4.98  40 1012.1  20.8  24.4 999.0 99.0 99.00
2012 11 06 13 50  51 10.6 12.3  1.83  6.67  4.93  34 1011.8  21.8  24.3 999.0 99.0 99.00
2012 11 06 14 50  62 10.4 13.1  1.72  7.14  4.76  35 1011.3  21.8  24.4 999.0 99.0 99.00
2012 11 06 15 50  76 10.5 12.7  1.73  5.56  4.97  52 1010.4  21.1  24.4 999.0 99.0 99.00
2012 11 06 16 50  69  9.5 11.3  1.76  6.25  4.97  36 1009.2  21.6  24.4 999.0 99.0 99.00
2012 11 06 17 50 119  6.3  7.8  1.69  6.67  5.08  39 1007.8  21.9  24.5 999.0 99.0 99.00
2012 11 06 18 50 209 11.8 14.4  1.47  6.67  5.09  33 1006.2  22.5  24.5 999.0 99.0 99.00
2012 11 06 19 50 221 11.4 14.3  1.55  6.67  4.60  27 1006.6  22.6  24.5 999.0 99.0 99.00
2012 11 06 20 50 235 11.7 14.2  1.61  4.55  4.57 203 1007.2  22.9  24.5 999.0 99.0 99.00
2012 11 06 21 50 271  9.2 11.7  1.62  4.76  4.79 219 1007.4  21.9  24.4 999.0 99.0 99.00
2012 11 06 22 50 271  6.9  8.4  1.63  5.56  4.93 219 1007.5  19.8  24.4 999.0 99.0 99.00
2012 11 06 23 50 232  7.6  9.0  1.65  5.88  4.99 227 1006.8  20.9  24.4 999.0 99.0 99.00
2012 11 07 00 50 232 10.0 12.0  1.64  5.88  5.13 218 1006.5  21.4  24.4 999.0 99.0 99.00
2012 11 07 01 50 246  9.7 11.9  1.67  6.25  4.99 218 1006.4  21.5  24.4 999.0 99.0 99.00
2012 11 07 02 50 278  8.7 10.5  1.71  6.25  5.15 236 1006.2  20.4  24.4 999.0 99.0 99.00
2012 11 07 03 50   9 14.7 18.7  1.69  5.88  4.96 234 1004.1  20.0  24.4 999.0 99.0 99.00
2012 11 07 04 50 315 15.7 18.9  2.11  5.88  4.84 310 1006.3  18.4  24.3 999.0 99.0 99.00
2012 11 07 05 50 318 10.3 13.4  2.99  7.14  5.89 331 1006.7  19.7  24.3 999.0 99.0 99.00
2012 11 07 06 50 308  9.0 12.1  3.09  9.09  6.55 344 1006.5  20.0  24.3 999.0 99.0 99.00
2012 11 07 07 50 305  7.8 10.4  2.94  9.09  6.39 348 1006.5  19.8  24.3 999.0 99.0 99.00
2012 11 07 08 50 288  7.1  9.8  2.78  7.69  6.35   2 1006.4  20.2  24.3 999.0 99.0 99.00
2012 11 07 09 50 291  7.8 11.5  2.51  8.33  6.16 359 1006.4  20.0  24.3 999.0 99.0 99.00
2012 11 07 10 50 279  8.6 12.3  2.27  8.33  5.98   1 1006.9  20.2  24.2 999.0 99.0 99.00
2012 11 07 11 50 285  9.0 12.0  2.09  9.09  5.77   7 1007.2  20.3  24.2 999.0 99.0 99.00
2012 11 07 12 50 293  6.5  8.2  2.05  9.09  5.79  12 1007.9  19.9  24.2 999.0 99.0 99.00
2012 11 07 13 50 281  7.6  9.7  1.99  9.09  5.75   7 1008.0  19.5  24.3 999.0 99.0 99.00
2012 11 07 14 50 298  8.4 10.7  1.93  5.56  5.66 319 1007.8  19.4  24.3 999.0 99.0 99.00
2012 11 07 15 50 282  7.2  9.5  1.92 10.00  5.78  16 1007.6  19.4  24.3 999.0 99.0 99.00
2012 11 07 16 50 293  8.7 11.1  2.05  9.09  5.82  19 1006.6  19.1  24.3 999.0 99.0 99.00
2012 11 07 17 50 306  8.6 11.0  2.10  5.56  5.73 324 1005.8  18.7  24.3 999.0 99.0 99.00
2012 11 07 18 50 291  8.1 11.1  2.23 10.00  5.93  18 1005.9  18.2  24.3 999.0 99.0 99.00
2012 11 07 19 50 302  8.0 10.2  2.07  9.09  5.72  21 1005.5  17.7  24.3 999.0 99.0 99.00
2012 11 07 20 50 305  9.2 11.3  2.12  9.09  5.78  15 1005.7  17.3  24.2 999.0 99.0 99.00
2012 11 07 21 50 276  8.9 11.0  2.28  9.09  5.88  12 1006.4  17.2  24.2 999.0 99.0 99.00
2012 11 07 22 50 281 10.1 12.0  2.11  9.09  5.89  14 1006.6  18.1  24.2 999.0 99.0 99.00
2012 11 07 23 50 293  5.3  6.7  2.15 10.00  5.85  14 1007.3  16.9  24.2 999.0 99.0 99.00
2012 11 08 00 50 298 10.8 13.3  2.23 10.81  6.32  13 1006.9  18.9  24.2 999.0 99.0 99.00
2012 11 08 01 50 310 10.5 12.8  2.46 11.43  6.24  12 1007.4  18.4  24.2 999.0 99.0 99.00
2012 11 08 02 50 314 11.6 13.7  2.56 10.81  6.50   9 1007.7  18.2  24.1 999.0 99.0 99.00
2012 11 08 03 50 317 10.0 13.0  3.11 12.12  6.96  11 1008.0  17.8  24.1 999.0 99.0 99.00
2012 11 08 04 50 327  9.5 12.9  3.21 12.12  7.33   8 1008.0  17.7  24.2 999.0 99.0 99.00
2012 11 08 05 50 305 10.8 17.5  3.10 11.43  6.76   6 1008.5  17.7  24.2 999.0 99.0 99.00
2012 11 08 06 50 330 10.8 13.0  2.97 11.43  6.99  12 1008.5  17.3  24.1 999.0 99.0 99.00
2012 11 08 07 50 322 12.1 15.0  2.93 12.12  6.81   4 1008.7  17.0  24.1 999.0 99.0 99.00
2012 11 08 08 50 326 11.3 15.7  3.03 12.12  6.69  12 1008.9  17.4  24.1 999.0 99.0 99.00
2012 11 08 09 50 329 11.7 13.8  3.00 12.90  6.69 360 1009.7  17.4  24.1 999.0 99.0 99.00
2012 11 08 10 50 328 10.5 12.4  3.38  7.69  6.61 342 1010.6  17.2  24.1 999.0 99.0 99.00
2012 11 08 11 50 317 11.7 14.5  3.47 12.90  7.03   2 1011.5  17.2  24.0 999.0 99.0 99.00
2012 11 08 12 50 334 11.1 13.8  3.43 12.90  7.15   5 1012.3  17.2  24.0 999.0 99.0 99.00
2012 11 08 13 50 325 10.5 13.6  3.26 12.90  6.87  17 1013.0  17.2  24.1 999.0 99.0 99.00
2012 11 08 14 50 328 10.8 14.1  3.42 13.79  7.44  16 1013.4  17.1  24.1 999.0 99.0 99.00
2012 11 08 15 50 327 10.7 13.9  3.42 12.90  7.31  19 1014.0  16.8  24.1 999.0 99.0 99.00
2012 11 08 16 50 320 11.5 15.2  3.44 13.79  7.31  18 1013.6  16.6  24.0 999.0 99.0 99.00
2012 11 08 17 50 324 10.6 13.5  3.41 12.90  7.10  26 1013.4  16.9  24.0 999.0 99.0 99.00
2012 11 08 18 50 320 10.6 13.2  3.39 13.79  7.11  11 1013.6  17.0  24.0 999.0 99.0 99.00
2012 11 08 19 50 332 10.9 14.0  3.34 13.79  7.13  22 1013.5  16.7  24.0 999.0 99.0 99.00
2012 11 08 20 50 318  7.0 10.8  3.23 12.90  6.91  17 1014.3  16.0  24.0 999.0 99.0 99.00
2012 11 08 21 50 333 11.7 16.4  3.04 12.90  6.78   7 1014.5  17.3  24.0 999.0 99.0 99.00
2012 11 08 22 50 326 10.2 15.3  3.28  6.67  6.38 338 1015.8  17.0  24.0 999.0 99.0 99.00
2012 11 08 23 50 328 10.2 12.9  3.09 12.90  6.81   9 1016.4  17.1  24.0 999.0 99.0 99.00
2012 11 09 00 50 328 10.3 12.6  3.03 13.79  6.78   7 1016.6  17.4  24.0 999.0 99.0 99.00
2012 11 09 01 50 326  9.4 11.9  2.93 12.90  6.71  19 1017.2  17.4  24.0 999.0 99.0 99.00
2012 11 09 02 50 316  8.9 12.0  2.63 12.90  6.52   9 1017.5  17.6  24.0 999.0 99.0 99.00
2012 11 09 03 50 310  8.4 11.2  2.44 12.12  6.39  14 1017.7  17.7  24.0 999.0 99.0 99.00
2012 11 09 04 50 311  8.2 11.0  2.59 12.12  6.78  17 1017.7  17.8  24.1 999.0 99.0 99.00
2012 11 09 05 50 310  8.6 10.8  2.30 12.90  6.73   5 1017.5  17.8  24.1 999.0 99.0 99.00
2012 11 09 06 50 323  8.2 11.3  2.57 12.90  6.91  13 1017.4  18.4  24.1 999.0 99.0 99.00
2012 11 09 07 50 320  8.0 11.6  2.55 12.90  6.96  16 1017.6  18.2  24.1 999.0 99.0 99.00
2012 11 09 08 50 326  9.1 11.6  2.56 12.90  6.87   7 1017.6  18.4  24.1 999.0 99.0 99.00
2012 11 09 09 50 333  8.4 11.1  2.64 12.90  6.86  14 1018.3  18.5  24.0 999.0 99.0 99.00
2012 11 09 10 50 330  8.4 11.4  2.46 12.90  6.62  22 1018.7  18.7  24.0 999.0 99.0 99.00
2012 11 09 11 50 329  8.3 11.2  2.57 12.90  7.00  14 1019.6  18.7  24.0 999.0 99.0 99.00
2012 11 09 12 50 319  9.2 12.0  2.41 12.12  6.53  13 1020.6  18.9  24.0 999.0 99.0 99.00
2012 11 09 13 50 326  9.6 12.0  2.52 12.12  6.64  21 1021.2  18.7  24.0 999.0 99.0 99.00
2012 11 09 14 50 333  8.8 11.2  2.57 12.12  6.61  16 1021.8  18.7  24.0 999.0 99.0 99.00
2012 11 09 15 50 343  8.4 10.9  2.43 12.12  6.50   5 1022.1  18.5  24.0 999.0 99.0 99.00
2012 11 09 16 50 340  8.2 11.5  2.58 12.12  6.56   4 1021.6  18.3  23.9 999.0 99.0 99.00
2012 11 09 17 50 344  8.2 11.0  2.67 10.81  6.59  12 1021.2  18.3  23.9 999.0 99.0 99.00
2012 11 09 18 50 357  8.1 10.3  2.64 11.43  6.72  32 1021.2  18.5  24.0 999.0 99.0 99.00
2012 11 09 19 50 350  8.2 10.4  2.46 10.81  6.32  25 1021.3  18.7  24.0 999.0 99.0 99.00
2012 11 09 20 50 355  9.6 11.3  2.56 11.43  6.42  16 1021.5  18.8  24.0 999.0 99.0 99.00
2012 11 09 21 50 356  9.0 11.2  2.65 10.81  6.46  22 1021.8  18.6  24.0 999.0 99.0 99.00
2012 11 09 22 50   4  8.7 10.9  2.54 11.43  6.56  34 1022.5  18.5  24.0 999.0 99.0 99.00
2012 11 09 23 50   3  7.9 10.4  2.26 11.43  6.28  14 1023.1  18.6  23.9 999.0 99.0 99.00
2012 11 10 00 50 347  8.0  9.8  2.29 10.81  6.43  28 1023.5  18.6  23.9 999.0 99.0 99.00
2012 11 10 01 50 358  7.5  9.5  2.18 10.81  6.17  25 1023.8  18.5  23.9 999.0 99.0 99.00
2012 11 10 02 50   2  6.8  8.5  2.16 10.00  6.49  23 1024.2  18.6  23.9 999.0 99.0 99.00
2012 11 10 03 50  26  6.2  7.7  2.39 10.81  7.21  13 1024.3  18.5  23.9 999.0 99.0 99.00
2012 11 10 04 50  24  5.5  7.3  2.08 10.81  6.57  17 1024.2  18.4  23.9 999.0 99.0 99.00
2012 11 10 05 50  23  6.2  8.1  2.11  9.09  6.55  19 1024.2  18.4  23.9 999.0 99.0 99.00
2012 11 10 06 50  29  5.6  7.7  1.78  9.09  6.24   6 1024.2  18.5  23.8 999.0 99.0 99.00
2012 11 10 07 50  20  5.1  6.9  1.97 10.00  6.79  17 1024.4  18.7  23.8 999.0 99.0 99.00
2012 11 10 08 50  33  5.9  8.8  1.96 10.00  6.79  16 1024.5  18.8  23.8 999.0 99.0 99.00
2012 11 10 09 50  38  5.0  7.1  1.72  9.09  6.30  19 1024.8  19.1  23.8 999.0 99.0 99.00
2012 11 10 10 50  28  4.8  6.3  1.78  9.09  6.46  16 1025.5  19.3  23.8 999.0 99.0 99.00
2012 11 10 11 50  43  6.4  8.9  1.70  9.09  6.33  15 1026.1  19.4  23.8 999.0 99.0 99.00
2012 11 10 12 50  45  5.9  7.9  1.62 10.00  6.29  29 1027.0  19.7  23.9 999.0 99.0 99.00
2012 11 10 13 50  51  5.3  7.0  1.50  9.09  6.07  21 1027.7  19.8  23.9 999.0 99.0 99.00
2012 11 10 14 50  36  4.8  6.7  1.51 10.00  6.00  24 1028.2  19.9  23.9 999.0 99.0 99.00
2012 11 10 15 50  31  4.4  6.4  1.56 10.00  6.39  24 1028.2  19.9  24.0 999.0 99.0 99.00
2012 11 10 16 50  25  4.9  7.3  1.67  9.09  6.51  24 1027.6  20.1  24.0 999.0 99.0 99.00
2012 11 10 17 50  41  5.5  7.0  1.64  9.09  6.44  20 1027.1  20.3  24.0 999.0 99.0 99.00
2012 11 10 18 50  52  5.1  7.3  1.56 10.00  6.30  37 1026.9  20.4  24.0 999.0 99.0 99.00
2012 11 10 19 50  53  5.5  7.1  1.46  9.09  6.00  36 1026.8  20.5  24.0 999.0 99.0 99.00
2012 11 10 20 50  53  5.2  7.6  1.50  9.09  6.33  20 1026.9  20.5  24.0 999.0 99.0 99.00
2012 11 10 21 50  69  5.3  7.2  1.38 10.00  6.43  34 1027.2  20.4  24.0 999.0 99.0 99.00
2012 11 10 22 50  68  4.8  6.2  1.35 10.00  6.29  38 1027.8  20.5  23.9 999.0 99.0 99.00
2012 11 10 23 50  64  5.2  7.3  1.37 10.00  6.45  27 1028.4  20.5  23.9 999.0 99.0 99.00
2012 11 11 00 50  74  5.2  8.5  1.26 10.81  6.02  33 1028.7  20.7  23.9 999.0 99.0 99.00
2012 11 11 01 50  80  5.1  7.0  1.29 10.81  6.29  47 1029.2  20.8  23.8 999.0 99.0 99.00
2012 11 11 02 50  67  5.5  7.3  1.27  8.33  5.97  28 1029.7  20.9  23.8 999.0 99.0 99.00
2012 11 11 03 50  63  5.1  6.5  1.18 10.00  5.73  22 1029.7  20.9  23.8 999.0 99.0 99.00
2012 11 11 04 50  65  5.4  7.1  1.03 10.00  5.55  42 1029.3  20.9  23.8 999.0 99.0 99.00
2012 11 11 05 50  56  5.9  7.1  1.07  9.09  5.57  20 1029.0  21.0  23.8 999.0 99.0 99.00
2012 11 11 06 50  68  5.9  7.3  1.21 10.00  5.67  45 1028.7  21.0  23.8 999.0 99.0 99.00
2012 11 11 07 50  70  5.4  7.5  1.13 10.00  5.54  39 1028.5  21.0  23.8 999.0 99.0 99.00
2012 11 11 08 50  61  6.0  7.2  1.16 10.00  5.69  44 1028.5  21.2  23.8 999.0 99.0 99.00
2012 11 11 09 50  61  6.7  8.1  0.99 10.00  5.12  37 1028.8  21.2  23.8 999.0 99.0 99.00
2012 11 11 10 50  67  6.4  8.1  1.04 10.00  5.11  35 1029.3  21.4  23.8 999.0 99.0 99.00
2012 11 11 11 50  76  6.9  8.5  1.12 10.00  5.23  51 1029.8  21.6  23.8 999.0 99.0 99.00
2012 11 11 12 50  68  7.4  8.6  1.15 10.00  5.08  51 1030.4  21.9  23.8 999.0 99.0 99.00
2012 11 11 13 50  65  7.6  9.7  1.21 10.00  5.14  49 1030.7  21.9  23.9 999.0 99.0 99.00
2012 11 11 14 50  71  7.9  9.9  1.17 10.00  4.76  25 1031.1  22.0  23.9 999.0 99.0 99.00
2012 11 11 15 50  69  8.8 11.1  1.20  9.09  4.72  50 1030.8  22.0  23.9 999.0 99.0 99.00
2012 11 11 16 50  80  8.5 10.5  1.24  4.76  4.54 107 1030.4  22.2  23.9 999.0 99.0 99.00
2012 11 11 17 50  82  8.5 10.1  1.40  5.00  4.72  93 1029.8  22.4  23.9 999.0 99.0 99.00
2012 11 11 18 50  79  8.9 10.8  1.38  9.09  4.59  42 1029.1  22.5  24.0 999.0 99.0 99.00
2012 11 11 19 50  88  7.8  9.4  1.47  5.26  4.81  93 1029.1  22.6  23.9 999.0 99.0 99.00
2012 11 11 20 50  77  8.0  9.5  1.41  9.09  4.82  59 1029.3  22.6  23.9 999.0 99.0 99.00
2012 11 11 21 50  74  8.4 10.9  1.37  4.76  4.76  81 1029.5  22.4  23.9 999.0 99.0 99.00
2012 11 11 22 50  70  9.6 11.2  1.47  9.09  4.85  51 1029.5  22.4  23.9 999.0 99.0 99.00
2012 11 11 23 50  71  8.2 10.1  1.40  9.09  4.88  27 1030.1  22.4  23.8 999.0 99.0 99.00
2012 11 12 00 50  71  8.5 10.9  1.44  9.09  4.71  56 1030.1  22.5  23.8 999.0 99.0 99.00
2012 11 12 01 50  71  9.4 10.9  1.47  5.88  4.71  98 1030.0  22.6  23.8 999.0 99.0 99.00
2012 11 12 02 50  72  9.0 10.9  1.57  5.56  4.77  97 1029.9  22.7  23.8 999.0 99.0 99.00
2012 11 12 03 50  92  9.4 11.0  1.55  6.25  4.86 109 1029.6  22.8  23.8 999.0 99.0 99.00
2012 11 12 04 50  88  9.6 11.4  1.63  5.88  4.90  89 1029.2  22.8  23.8 999.0 99.0 99.00
2012 11 12 05 50  91  8.6 10.6  1.73  6.25  5.04  99 1029.0  22.8  23.8 999.0 99.0 99.00
2012 11 12 06 50  94  8.2  9.6  1.82  6.25  5.13  98 1028.6  22.8  23.8 999.0 99.0 99.00
2012 11 12 07 50  76  7.7  9.3  1.79  6.67  5.18 101 1028.3  22.7  23.8 999.0 99.0 99.00
2012 11 12 08 50  77  7.9  9.8  1.67  6.67  5.18  97 1027.5  22.8  23.8 999.0 99.0 99.00
2012 11 12 09 50 108  8.2  9.9  1.73  6.25  5.28 102 1027.5  22.6  23.8 999.0 99.0 99.00
2012 11 12 10 50 108  8.9 12.1  1.71  6.67  5.31 106 1027.6  22.8  23.8 999.0 99.0 99.00
2012 11 12 11 50 109  9.2 10.9  1.71  7.14  5.07  80 1027.8  23.1  23.8 999.0 99.0 99.00
2012 11 12 12 50 109  8.6  9.9  1.73  7.14  5.15  99 1028.0  23.2  23.9 999.0 99.0 99.00
2012 11 12 13 50 112  8.5  9.9  1.85  6.25  5.33  98 1028.3  23.2  23.9 999.0 99.0 99.00
2012 11 12 14 50 112  8.4  9.7  1.90  7.14  5.43  94 1028.5  23.4  23.9 999.0 99.0 99.00
2012 11 12 15 50 105  7.7  8.9 99.00 99.00 99.00 999 1028.1  23.3  23.9 999.0 99.0 99.00
2012 11 12 16 50 100  7.6  8.9  1.83  7.69  5.48 101 1027.3  23.1  24.0 999.0 99.0 99.00
2012 11 12 17 50 103  7.8  9.1  1.79  7.69  5.54 113 1026.6  23.1  24.0 999.0 99.0 99.00
2012 11 12 18 50 100  7.1  8.4  1.85  7.69  5.57 107 1026.0  23.4  24.0 999.0 99.0 99.00
2012 11 12 19 50  94  6.8  8.1  1.80  7.14  5.55 101 1025.9  23.4  24.0 999.0 99.0 99.00
2012 11 12 20 50  99  6.8  8.7  1.75  7.69  5.67 113 1025.7  23.3  24.0 999.0 99.0 99.00
2012 11 12 21 50  94  7.2  8.3  1.81  7.69  5.83 110 1025.8  23.2  24.0 999.0 99.0 99.00
2012 11 12 22 50  93  6.7  7.7  1.74  7.69  5.73 105 1025.6  23.1  24.0 999.0 99.0 99.00
2012 11 12 23 50 100  7.4  9.0  1.63  7.69  5.68 118 1025.8  23.1  24.0 999.0 99.0 99.00
2012 11 13 00 50 113  7.6  9.0  1.62  9.09  5.66 108 1025.6  23.2  23.9 999.0 99.0 99.00
2012 11 13 01 50 114  6.9  8.0  1.77  7.69  5.63 110 1025.7  23.2  23.9 999.0 99.0 99.00
2012 11 13 02 50 119  6.8  7.9  1.77  7.69  5.65  99 1025.5  23.1  23.9 999.0 99.0 99.00
2012 11 13 03 50 119  7.6  8.8  1.88  6.67  5.87 105 1025.0  23.0  23.9 999.0 99.0 99.00
2012 11 13 04 50 112  7.0  8.3  2.02  7.69  6.00 104 1024.7  23.1  23.9 999.0 99.0 99.00
2012 11 13 05 50 117  6.5  7.8  1.88  7.69  5.96 109 1024.0  23.0  23.9 999.0 99.0 99.00
2012 11 13 06 50 125  5.6  6.9  1.96  8.33  6.06 112 1023.5  23.0  23.9 999.0 99.0 99.00
2012 11 13 07 50 123  6.0  7.2  1.84  7.69  6.13 104 1023.0  23.0  23.9 999.0 99.0 99.00
2012 11 13 08 50 126  5.8  7.3  1.73  9.09  6.01 109 1022.5  22.8  23.9 999.0 99.0 99.00
2012 11 13 09 50 127  4.7  5.9  1.93 10.00  6.39 100 1022.7  22.8  23.9 999.0 99.0 99.00
2012 11 13 10 50 138  4.3  5.1  2.09  9.09  6.61  94 1022.8  22.9  23.9 999.0 99.0 99.00
2012 11 13 11 50 119  4.5  5.6  2.12  9.09  6.63 114 1022.9  22.6  23.9 999.0 99.0 99.00
2012 11 13 12 50 134  5.3  6.7  2.17 10.00  7.01 107 1023.3  22.9  23.9 999.0 99.0 99.00
2012 11 13 13 50 136  5.6  6.9  2.42  9.09  7.07 103 1023.8  23.3  23.9 999.0 99.0 99.00
2012 11 13 14 50 122  5.3  6.8  2.34  9.09  6.96  99 1023.8  23.4  23.9 999.0 99.0 99.00
2012 11 13 15 50 121  5.3  6.9  2.30  9.09  7.27 100 1023.6  23.2  24.0 999.0 99.0 99.00
2012 11 13 16 50 133  4.8  6.1  2.35 10.00  7.12 107 1022.7  23.4  24.0 999.0 99.0 99.00
2012 11 13 17 50 131  4.4  5.5  2.26 10.00  7.14 105 1022.2  23.4  24.1 999.0 99.0 99.00
2012 11 13 18 50 141  3.6  4.8  2.59 10.00  7.58  92 1021.7  23.4  24.1 999.0 99.0 99.00
2012 11 13 19 50 136  3.2  4.4  2.56  9.09  7.50  99 1021.5  23.4  24.1 999.0 99.0 99.00
2012 11 13 20 50 121  2.4  3.6  2.38 10.00  7.25  97 1021.6  23.3  24.1 999.0 99.0 99.00
2012 11 13 21 50 342  3.4  4.4  2.40 10.00  7.49 110 1021.7  22.1  24.0 999.0 99.0 99.00
2012 11 13 22 50  27  5.7  6.7  2.44 10.00  7.61 111 1021.7  22.0  24.0 999.0 99.0 99.00
2012 11 13 23 50  23  3.1  3.8  2.54 10.00  7.76 114 1021.9  21.9  24.0 999.0 99.0 99.00
2012 11 14 00 50  56  4.2  5.0  2.29 10.00  7.68 113 1022.2  22.5  24.0 999.0 99.0 99.00
2012 11 14 01 50  82  4.2  5.3  2.63  9.09  7.89 106 1022.3  22.2  23.9 999.0 99.0 99.00
2012 11 14 02 50  70  3.8  5.2  2.55 10.81  7.91  95 1022.2  22.5  23.9 999.0 99.0 99.00
2012 11 14 03 50  63  3.6  4.6  2.73 10.81  8.05 107 1021.8  22.3  23.9 999.0 99.0 99.00
2012 11 14 04 50  55  2.8  4.1  2.75 10.81  8.32 114 1021.7  22.4  23.9 999.0 99.0 99.00
2012 11 14 05 50  64  4.8  6.1  2.86 10.00  8.38 109 1021.3  22.5  23.9 999.0 99.0 99.00
2012 11 14 06 50  70  4.9  6.1  2.64 10.81  8.29 113 1021.3  22.5  23.9 999.0 99.0 99.00
2012 11 14 07 50  57  5.4  7.2  2.59 10.81  8.30 108 1020.9  22.5  23.9 999.0 99.0 99.00
2012 11 14 08 50  61  5.2  6.5  2.47 10.81  7.86 101 1020.8  22.5  23.9 999.0 99.0 99.00
2012 11 14 09 50  58  4.9  6.2  2.66 10.81  8.35 106 1021.0  22.6  23.9 999.0 99.0 99.00
2012 11 14 10 50  43  5.1  6.3  2.41 10.81  7.93 108 1021.2  22.6  23.9 999.0 99.0 99.00
2012 11 14 11 50  65  5.1  6.1  2.66 11.43  8.35 105 1021.3  22.6  23.9 999.0 99.0 99.00
2012 11 14 12 50  60  4.8  5.9  2.27 11.43  8.04 104 1022.0  22.7  23.9 999.0 99.0 99.00
2012 11 14 13 50  42  4.3  5.5  2.64 10.81  8.15 108 1022.8  23.0  23.9 999.0 99.0 99.00
2012 11 14 14 50  38  4.3  5.8  2.71 11.43  8.38  99 1022.9  22.9  23.9 999.0 99.0 99.00
